Wine id,Wine Name,Winery,Year,Average Rating,Ratings,Price
1166848,Redoma Rosé,Niepoort,2021,3.9,48 ratings,No average price available
1166848,Redoma Rosé,Niepoort,2018,3.9,105 ratings,€11
1166848,Redoma Rosé,Niepoort,2017,3.9,117 ratings,No average price available
1166848,Redoma Rosé,Niepoort,2013,3.9,36 ratings,No average price available
1166848,Redoma Rosé,Niepoort,2009,3.9,31 ratings,No average price available
1166848,Redoma Rosé,Niepoort,2016,3.7,93 ratings,No average price available
1166848,Redoma Rosé,Niepoort,2015,3.7,90 ratings,No average price available
1166848,Redoma Rosé,Niepoort,2014,3.7,53 ratings,No average price available
1166848,Redoma Rosé,Niepoort,2010,3.4,29 ratings,No average price available
7020595,Nélita Rosé,Quinta de Lemos,2016,4.2,36 ratings,No average price available
7020595,Nélita Rosé,Quinta de Lemos,2017,4.1,35 ratings,No average price available
3982504,Quinta do Poço do Lobo Reserva Rosé,São João,2020,4.2,31 ratings,€15.70
3982504,Quinta do Poço do Lobo Reserva Rosé,São João,2018,4.1,25 ratings,No average price available
3982504,Quinta do Poço do Lobo Reserva Rosé,São João,2014,4.1,33 ratings,No average price available
3982504,Quinta do Poço do Lobo Reserva Rosé,São João,2019,4.0,34 ratings,No average price available
7442399,Síbio Rosé,Real Companhia Velha,2021,4.2,29 ratings,No average price available
7442399,Síbio Rosé,Real Companhia Velha,2018,4.0,38 ratings,No average price available
5770470,Manuela Rosé,Quinta de Lemos,2017,No average rating available,No ratings available,No average price available
5770470,Manuela Rosé,Quinta de Lemos,2016,No average rating available,No ratings available,No average price available
5770470,Manuela Rosé,Quinta de Lemos,2015,No average rating available,No ratings available,No average price available
