Wine id,Wine Name,Winery,Year,Average Rating,Ratings,Price
7751153,Cuvée de Noirs,Giz,2016,4.3,44 ratings,No average price available
7751153,Cuvée de Noirs,Giz,2018,4.2,54 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2019,4.3,101 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2016,4.3,79 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2015,4.3,74 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2020,4.2,54 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2018,4.2,88 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2017,4.2,111 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2012,4.1,67 ratings,No average price available
1691235,Hibernus Premier Brut,Jose Carvalheira,2014,3.9,27 ratings,No average price available
1685808,Cuvée Reserva Especial Bruto,Murganheira,2006,4.3,48 ratings,No average price available
1685808,Cuvée Reserva Especial Bruto,Murganheira,2007,4.2,52 ratings,€23.20
1851682,Special Cuvée,Encontro,2011,4.4,78 ratings,No average price available
1851682,Special Cuvée,Encontro,2010,4.0,68 ratings,€26.95
1370711,Bical - Arinto Reserva Bruto,Marquês de Marialva,2017,4.2,166 ratings,No average price available
1370711,Bical - Arinto Reserva Bruto,Marquês de Marialva,2019,3.8,38 ratings,No average price available
1370711,Bical - Arinto Reserva Bruto,Marquês de Marialva,2015,3.8,176 ratings,No average price available
1370711,Bical - Arinto Reserva Bruto,Marquês de Marialva,2014,3.8,270 ratings,No average price available
1370711,Bical - Arinto Reserva Bruto,Marquês de Marialva,2016,3.6,57 ratings,No average price available
1370711,Bical - Arinto Reserva Bruto,Marquês de Marialva,2012,3.6,29 ratings,No average price available
1304979,Millesimé Bruto,Murganheira,2008,4.2,130 ratings,€25.49
1304979,Millesimé Bruto,Murganheira,2011,4.1,70 ratings,€29.50
1304979,Millesimé Bruto,Murganheira,2009,4.1,180 ratings,€32.72
1304979,Millesimé Bruto,Murganheira,2007,3.8,27 ratings,No average price available
6910033,Grande Reserva Bruto,Aliança,2012,4.2,91 ratings,€17.50
6910033,Grande Reserva Bruto,Aliança,2015,4.0,56 ratings,No average price available
1268497,Vértice Millesimé,Caves Transmontanas,2014,4.2,89 ratings,No average price available
1268497,Vértice Millesimé,Caves Transmontanas,2013,4.1,134 ratings,€25.50
1268497,Vértice Millesimé,Caves Transmontanas,2015,4.0,30 ratings,No average price available
1268497,Vértice Millesimé,Caves Transmontanas,2011,4.0,243 ratings,No average price available
1268497,Vértice Millesimé,Caves Transmontanas,2010,4.0,144 ratings,No average price available
1268497,Vértice Millesimé,Caves Transmontanas,2012,3.9,118 ratings,No average price available
1268497,Vértice Millesimé,Caves Transmontanas,2009,3.8,98 ratings,No average price available
1268497,Vértice Millesimé,Caves Transmontanas,2008,3.7,32 ratings,No average price available
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2008,4.3,59 ratings,No average price available
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2012,4.2,76 ratings,€25.80
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2014,4.1,34 ratings,€36.95
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2007,4.1,97 ratings,No average price available
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2013,4.0,54 ratings,No average price available
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2011,4.0,93 ratings,No average price available
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2010,4.0,26 ratings,No average price available
1442114,Vértice Gouveio Bruto,Caves Transmontanas,2006,4.0,43 ratings,No average price available
7083681,Vinha dos Amores Espumante de Touriga Nacional,Casa de Santar,2014,4.2,61 ratings,No average price available
7083681,Vinha dos Amores Espumante de Touriga Nacional,Casa de Santar,2016,No average rating available,No ratings available,No average price available
7083681,Vinha dos Amores Espumante de Touriga Nacional,Casa de Santar,2015,No average rating available,No ratings available,No average price available
2024913,Grande Reserva Assemblage Bruto,Murganheira,2002,4.3,183 ratings,No average price available
2024913,Grande Reserva Assemblage Bruto,Murganheira,2000,4.3,65 ratings,No average price available
2024913,Grande Reserva Assemblage Bruto,Murganheira,2005,4.2,50 ratings,No average price available
1226024,Espumante Bruto,Quinta do Ameal,2006,4.2,36 ratings,€53.94
3995029,Único Bruto,Murganheira,2015,4.2,31 ratings,€17.95
3995029,Único Bruto,Murganheira,2016,4.1,36 ratings,No average price available
3995029,Único Bruto,Murganheira,2013,3.9,30 ratings,No average price available
7352726,Berbereta Reserva Brut Nature,Romana Vini,2016,4.3,72 ratings,No average price available
7352726,Berbereta Reserva Brut Nature,Romana Vini,2019,4.2,30 ratings,No average price available
7352726,Berbereta Reserva Brut Nature,Romana Vini,2017,4.2,82 ratings,No average price available
7352726,Berbereta Reserva Brut Nature,Romana Vini,2010,No average rating available,No ratings available,No average price available
